task_id,problem,handoff,corruption_type,label,label_source,source,cosine_similarity,entity_overlap,length_ratio,sentence_count_ratio,section_coverage,verbatim_copy_rate,trailing_specificity,constraint_count,role_pronoun_rate,novel_api_rate,function_name_preserved,signature_param_diff,nli_contradiction_max,nli_entailment_mean,stage1_score,cascade_prediction,escalated_to_stage2
he_022,"Filter given list of any python values only for integers
>>> filter_integers(['a', 3.14, 5])
[5]
>>> filter_integers([1, 2, 3, 'abc', {}, []])
[1, 2, 3]","Function to build:
Write a Python function that filters a given list of mixed Python values and returns a new list containing only the integers. Note that in Python, `bool` is a subclass of `int`, so you must ensure that boolean values (like `True` or `False`) are excluded, keeping strictly `int` types.

Exact function name and signature:
```python
def filter_integers(values: list) -> list:
```

Key edge cases to handle:
1. Lists containing booleans (`True`, `False`) - these should be excluded even though `isinstance(True, int)` evaluates to `True` in Python.
2. Empty lists (`[]`) should return an empty list.
3. Lists with no integers at all should return an empty list.
4. Lists containing floats, strings, dicts, lists, and other non-integer types.

Brief plan/approach:
Use a list comprehension to iterate through the input list. For each item, check two conditions:
1. Use `isinstance(item, int)` to check if it's an integer.
2. Use `not isinstance(item, bool)` to explicitly filter out booleans.
Combine these in the condition of the list comprehension and return the resulting list.",none,1,measured,humaneval,0.6636557,0.0655737704918032,6.92,16.0,0.3333333333333333,0.0,0.3888888888888889,5,0.0,1.0,1.0,2.0,0.9952046871185304,0.1647405475378036,0.766211852840338,1,True
he_017,"Input to this function is a string representing musical notes in a special ASCII format.
Your task is to parse this string and return list of integers corresponding to how many beats does each
not last.
Here is a legend:
'o' - whole note, lasts four beats
'o|' - half note, lasts two beats
'.|' - quater note, lasts one beat
>>> parse_music('o o| .| o| o| .| .| .| .| o o')
[4, 2, 1, 2, 2, 1, 1, 1, 1, 4, 4]","**Handoff Message for Agent B**

**Function to Build:**
Write a Python function named `parse_music(music_string: str) -> list` that takes a string of musical notes in a custom ASCII format, parses them, and returns a list of integers representing the duration (in beats) of each note.

**Legend / Mapping:**
- `'o'` = whole note = 4 beats
- `'o|'` = half note = 2 beats
- `'.|'` = quarter note = 1 beat

**Input / Output Example:**
- Input: `'o o| .| o| o| .| .| .| .| o o'`
- Output: `[4, 2, 1, 2, 2, 1, 1, 1, 1, 4, 4]`

**Key Edge Cases to Handle:**
- The notes in the input string are typically separated by spaces. Ensure your parser correctly splits and handles whitespace.
- Empty string input should return an empty list `[]`.
- Malformed notes or unexpected characters should either be ignored or handled gracefully (assuming well-formed inputs based on the prompt, but robust splitting is key).

**Plan / Approach:**
1. Split the input `music_string` by whitespace to get individual note tokens.
2. Iterate through each token and map it to its corresponding integer beat value using a dictionary or conditional logic (`'o'` -> 4, `'o|'` -> 2, `'.|'` -> 1).
3. Append each integer to a result list.
4. Return the result list.",none,1,measured,humaneval,0.7078804,0.0897435897435897,2.607142857142857,4.333333333333333,0.5,0.0601851851851851,0.3431372549019608,2,0.0,1.0,1.0,0.0,0.9855220317840576,0.2388172298669815,0.7507589276533344,1,True
he_027,"For a given string, flip lowercase characters to uppercase and uppercase to lowercase.
>>> flip_case('Hello')
'hELLO'","**Handoff Message for Agent B:**

**Task:** 
Write a Python function that takes a string as input and returns a new string where all lowercase characters are converted to uppercase, and all uppercase characters are converted to uppercase (i.e., swap the case of every alphabetical character).

**Function Signature:**
```python
def flip_case(s: str) -> str:
```

**Key Edge Cases to Handle:**
- Empty strings (`""""`) should return an empty string.
- Strings with no alphabetical characters (e.g., numbers, punctuation, spaces like `""123! ""`) should remain unchanged.
- Strings with mixed characters, numbers, and symbols (e.g., `""Hello, World!""`) should only have their alphabetical characters' case flipped (`""hELLO, wORLD!""`).

**Brief Plan/Approach:**
- Python strings have a built-in method specifically for this operation: `.swapcase()`. 
- The implementation can simply return `s.swapcase()`.",none,1,measured,humaneval,0.7256377,0.0,7.875,3.5,0.3333333333333333,0.0,0.3076923076923077,3,0.0,0.0,1.0,0.0,0.998389482498169,0.0652287080883979,0.787502010839278,0,True
he_025,"Return list of prime factors of given integer in the order from smallest to largest.
Each of the factors should be listed number of times corresponding to how many times it appeares in factorization.
Input number should be equal to the product of all factors
>>> factorize(8)
[2, 2, 2]
>>> factorize(25)
[5, 5]
>>> factorize(70)
[2, 5, 7]","**HANDOFF MESSAGE FOR AGENT B**

**Function Requirement:**
Write a Python function that takes a single integer as input and returns a list of its prime factors in ascending order (smallest to largest). Each prime factor must appear in the list as many times as it divides evenly into the number (its multiplicity). The product of all elements in the returned list must equal the input number.

**Exact Function Signature:**
```python
def factorize(n: int) -> list[int]:
    pass
```

**Key Edge Cases to Handle:**
- `n = 1`: Should return an empty list `[]` (since 1 has no prime factors and the product of an empty list is technically 1 or handled as a base case, though standard prime factorization applies to integers > 1. If 1 is passed, returning `[]` is standard).
- Prime numbers (e.g., `n = 7`): Should return `[7]`.
- Numbers with repeated prime factors (e.g., `8` -> `[2, 2, 2]`, `25` -> `[5, 5]`).
- Large prime factors or large composite numbers efficiently.

**Plan / Approach:**
1. Initialize an empty list called `factors`.
2. Start testing potential divisors (`d`) starting from `2`.
3. While `d * d <= n`:
   - If `n % d == 0`, append `d` to `factors` and update `n = n // d`.
   - Repeat this while loop for the same `d` to catch all multiplicities of that prime.
   - Otherwise, increment `d` by `1` (or optimize by checking 2 then odd numbers).
4. After the loop, if `n > 1`, the remaining `n` is a prime number itself; append it to `factors`.
5. Return `factors`.",none,1,measured,humaneval,0.7052963,0.072463768115942,4.457627118644068,6.666666666666667,0.3333333333333333,0.0038461538461538,0.2177419354838709,5,0.0,0.6666666666666666,1.0,0.0,0.999743402004242,0.1876134425401687,0.8846647541609588,1,False
mbpp_004,"Write a function to find the n largest integers from a given list of numbers, returned in descending order.","HANDOFF MESSAGE FOR AGENT B:

Goal: Write a Python function that takes a list of numbers and an integer $n$, and returns the $n$ largest integers from that list in descending order.

Function Signature:
```python
def find_n_largest(numbers: list[int], n: int) -> list[int]:
    pass
```

Key Edge Cases to Handle:
- $n$ is greater than the length of the list: Return all elements of the list sorted in descending order.
- $n \le 0$: Return an empty list `[]`.
- The input list contains duplicate numbers: Duplicates should be treated as distinct values (e.g., finding the 3 largest of `[5, 5, 5, 2]` should return `[5, 5, 5]`).
- The input list is empty: Return an empty list `[]`.

Suggested Approach:
1. Validate inputs: If $n \le 0$ or the input list is empty, return `[]`.
2. Sort the list in descending order (or use a heap/max-heap approach like `heapq.nlargest` for efficiency, which handles edge cases gracefully).
3. Slice the sorted list to take the first $n$ elements: `sorted_nums[:n]`.
4. Return the resulting list.",none,1,measured,mbpp,0.62760556,0.0444444444444444,9.105263157894736,13.0,0.3333333333333333,0.0,0.3375,2,0.0,0.0,1.0,,0.9997425675392152,0.0293132849037647,0.7856064362131322,0,True
he_029,"Filter an input list of strings only for ones that start with a given prefix.
>>> filter_by_prefix([], 'a')
[]
>>> filter_by_prefix(['abc', 'bcd', 'cde', 'array'], 'a')
['abc', 'array']","**HANDOFF MESSAGE FOR AGENT B**

**Objective:**
Build a Python function that filters a list of strings and returns a new list containing only the strings that start with a specified prefix.

**Function Signature:**
```python
def filter_by_prefix(strings: list[str], prefix: str) -> list[str]:
```

**Key Edge Cases to Handle:**
1. **Empty Input List:** Passing an empty list `[]` should return `[]`.
2. **No Matches:** If no strings in the list start with the given prefix, return `[]`.
3. **Empty Prefix:** If the prefix is an empty string `""""`, all strings in the list technically start with it (and thus all should be returned).
4. **Exact Match / Case Sensitivity:** Ensure standard string matching behavior applies (e.g., `'a'` matches `'abc'` but not `'ABC'`).

**Plan / Approach:**
- Use a list comprehension to iterate over the input `strings`.
- For each string, use the built-in string method `.startswith(prefix)` to check the condition.
- Return the filtered list.",none,1,measured,humaneval,0.7134248,0.0612244897959183,5.666666666666667,6.0,0.5,0.0067114093959731,0.3636363636363636,2,0.0,0.0,1.0,0.0,0.86605304479599,0.1198882088065147,0.7908106927056124,1,True
mbpp_002,Write a function to find the shared elements from the given two lists.,"**HANDOFF MESSAGE FOR AGENT B**

**Objective:**
Write a Python function that takes two input lists and returns a new list containing all the elements that are present in both input lists (shared elements). 

**Function Signature:**
```python
def find_shared_elements(list1: list, list2: list) -> list:
```

**Key Edge Cases to Handle:**
1. **Duplicates in input lists:** If an element appears multiple times in one or both lists, the resulting list should either handle duplicates gracefully (typically returning unique shared elements, or matching intersection behavior). Let's aim for unique shared elements in the result, or preserve standard set intersection behavior.
2. **Empty lists:** If either or both input lists are empty, the function should return an empty list `[]`.
3. **Disjoint lists:** If there are no common elements between the two lists, return an empty list `[]`.
4. **Different data types:** The lists may contain mixed data types (integers, strings, etc.); ensure the comparison handles this safely.

**Brief Plan / Approach:**
1. Convert both input lists to sets to remove duplicates and allow for $O(1)$ average-time complexity lookups.
2. Find the intersection of the two sets using the built-in set intersection operation (`set1 & set2`).
3. Convert the resulting set back to a list.
4. (Optional) Maintain the original order of appearance from the first list if order matters, by iterating through `list1` and checking if the element is in a set version of `list2`, while tracking added items to avoid duplicates. 
   * *Recommended Implementation:* `seen = set(); return [x for x in list1 if x in set2 and not (x in seen or seen.add(x))]` to preserve order and uniqueness, or simply `list(set(list1).intersection(set2))` if order does not matter. Let's use the order-preserving approach for better user experience.",none,1,measured,mbpp,0.65482694,0.0136986301369863,21.846153846153847,20.0,0.5,0.0,0.3445378151260504,2,0.0,1.0,1.0,,0.9968587160110474,0.0216124728322029,0.7615045524772582,0,True
he_028,"Concatenate list of strings into a single string
>>> concatenate([])
''
>>> concatenate(['a', 'b', 'c'])
'abc'","**HANDOFF MESSAGE FOR AGENT B**

**Objective:**
Write a Python function that takes a list of strings and concatenates them together into a single string. 

**Function Signature:**
```python
def concatenate(strings: list[str]) -> str:
```

**Key Edge Cases to Handle:**
- **Empty list:** Passing `[]` should return an empty string `''`.
- **Single-element list:** Passing `['a']` should return `'a'`.
- **List with empty strings:** Passing `['a', '', 'b']` should handle empty strings correctly without adding extra whitespace.

**Plan / Approach:**
- Use Python's built-in `str.join()` method, which is the most efficient and Pythonic way to concatenate a sequence of strings. 
- Implementation: `return ''.join(strings)`",none,1,measured,humaneval,0.63690025,0.064516129032258,6.375,6.0,0.3333333333333333,0.0,0.34,3,0.0,0.0,1.0,0.0,0.9911372661590576,0.3507734835147857,0.7616750901638137,1,True
he_026,"From a list of integers, remove all elements that occur more than once.
Keep order of elements left the same as in the input.
>>> remove_duplicates([1, 2, 3, 2, 4])
[1, 3, 4]","FUNCTION REQUIREMENTS:
Build a Python function that removes all elements from a list of integers if they occur more than once (i.e., keep only the elements that appear exactly once). The original relative order of the remaining elements must be preserved.

FUNCTION SIGNATURE:
`def remove_duplicates(nums: list[int]) -> list[int]:`

EDGE CASES TO HANDLE:
- Empty list `[]` -> should return `[]`.
- All elements unique `[1, 2, 3]` -> should return `[1, 2, 3]`.
- All elements duplicates `[1, 1, 2, 2]` -> should return `[]`.
- Negative numbers and zero -> should be handled correctly just like positive integers.
- Single-element list `[5]` -> should return `[5]`.

APPROACH / PLAN:
1. Count the frequency of each integer in the input list (e.g., using `collections.Counter`).
2. Iterate through the original list and filter out any elements whose frequency count is greater than 1.
3. Because you iterate through the original list in order, this naturally preserves the original relative order.
4. Return the new filtered list.",none,1,measured,humaneval,0.75573784,0.225,5.0,5.0,0.3333333333333333,0.0063291139240506,0.3230769230769231,7,0.0,0.0,1.0,4.0,0.799759566783905,0.1058024391531944,0.8295315412272061,1,False
he_020,"From a supplied list of numbers (of length at least two) select and return two that are the closest to each
other and return them in order (smaller number, larger number).
>>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.2])
(2.0, 2.2)
>>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.0])
(2.0, 2.0)","FUNCTION TO BUILD:
Write a Python function that takes a list of numbers (with a length of at least two) and finds the two numbers in the list that are closest to each other in value. It must return these two numbers as a tuple ordered from smallest to largest `(smaller number, larger number)`.

FUNCTION SIGNATURE:
`def find_closest_elements(numbers: list[float]) -> tuple[float, float]:`

KEY EDGE CASES TO HANDLE:
- Duplicate closest values (e.g., `[1.0, 2.0, 3.0, 4.0, 5.0, 2.0]` should return `(2.0, 2.0)`).
- Unsorted input lists (the input can be in any order, so sorting or checking all pairs is necessary).
- Negative numbers and floating-point precision.
- The list length is guaranteed to be at least 2.

PLAN / APPROACH:
1. Sort a copy of the input list (or iterate through all unique pairs) to efficiently find the minimum absolute difference between adjacent elements.
2. Initialize variables to track the minimum difference and the best pair found so far.
3. Iterate through the sorted list, comparing adjacent elements. If a smaller difference is found, update the minimum difference and the pair.
4. Ensure the returned tuple is properly ordered such that the first element is less than or equal to the second element.",none,1,measured,humaneval,0.74938977,0.140625,4.163265306122449,7.5,0.3333333333333333,0.0100502512562814,0.3055555555555556,2,0.0,0.0,1.0,5.0,0.9924319982528688,0.3231129646301269,0.7778274279011774,1,True
mbpp_017,Write a function that returns the perimeter of a square given its side length as input.,"Agent B, please implement the following function:

- **Functionality**: Write a function that calculates and returns the perimeter of a square given its side length.
- **Function Signature**: `def square_perimeter(side_length: float) -> float:`
- **Key Edge Cases to Handle**:
  - Zero side length (should return `0`).
  - Negative side length (should raise a `ValueError` since a physical square cannot have a negative side length).
  - Integer vs. floating-point inputs (ensure it handles both gracefully and returns a float or int appropriately).
- **Brief Plan/Approach**:
  1. Validate the input `side_length` to ensure it is greater than or equal to 0. If it is less than 0, raise a `ValueError`.
  2. Compute the perimeter using the standard formula: $P = 4 \times \text{side\_length}$.
  3. Return the calculated perimeter.",none,1,measured,mbpp,0.6827865,0.1470588235294117,7.875,12.0,0.3333333333333333,0.056910569105691,0.26,3,0.0,1.0,1.0,,0.9892936944961548,0.0869402661919593,0.7535299666432935,1,True
mbpp_008,Write a function to find squares of individual elements in a list.,"Agent B, here are the requirements and specifications for the function you need to write:

**Function Purpose:**
Write a function that takes a list of numbers and returns a new list containing the square of each individual element.

**Function Signature:**
```python
def square_elements(lst: list[int | float]) -> list[int | float]:
```

**Key Edge Cases to Handle:**
- Empty list: Passing `[]` should return `[]`.
- Negative numbers: Squaring negative numbers should yield positive results (e.g., `-3` becomes `9`).
- Floats and integers: The function should correctly handle both integer and floating-point inputs.
- Invalid input types: (Optional, but good practice) Handle or assume standard numeric types.

**Plan/Approach:**
1. Use a list comprehension to iterate through each element in the input list.
2. For each element $x$, compute its square using the exponentiation operator (`x ** 2`) or multiplication (`x * x`).
3. Return the newly generated list of squared values.",none,1,measured,mbpp,0.64510125,0.0434782608695652,12.5,11.0,0.3333333333333333,0.0,0.3623188405797101,4,0.0,0.0,1.0,,0.9903028607368468,0.0805995538830757,0.7806816872188015,1,True
mbpp_011,Write a python function to remove first and last occurrence of a given character from the string.,"HANDOFF MESSAGE FOR AGENT B:

Your task is to write a Python function that removes the *first* and the *last* occurrence of a specific character from a given string.

**Function Signature:**
```python
def remove_first_and_last(s: str, char: str) -> str:
```

**Key Edge Cases to Handle:**
1. **Character not present:** If the character does not appear in the string, return the original string unchanged.
2. **Single occurrence:** If the character appears only once in the string, remove that single occurrence.
3. **Empty string:** If the input string is empty (`""""`), return the empty string.
4. **Character is an empty string / multiple characters:** Assume `char` is a single-character string, but handle gracefully if it matches substrings or isn't a strict single character (though standard usage implies `char` has length 1).

**Plan / Approach:**
1. Find the index of the first occurrence of `char` using `s.find(char)`. If it's `-1`, return `s`.
2. Find the index of the last occurrence of `char` using `s.rfind(char)`.
3. Construct the new string by slicing:
   - If the first and last occurrences are the same index (only one instance), slice out just that index: `s[:first_idx] + s[first_idx + 1:]`.
   - If they are different indices, remove both: `s[:first_idx] + s[first_idx + 1:last_idx] + s[last_idx + 1:]`.
4. Return the resulting string.",none,1,measured,mbpp,0.70512784,0.0526315789473684,12.588235294117649,19.0,0.3333333333333333,0.0048309178743961,0.231578947368421,0,0.0,1.0,1.0,,0.9972678422927856,0.0205710511654615,0.859247670026464,1,False
mbpp_058,Write a python function to check whether the given two integers have opposite sign or not.,"**HANDOFF MESSAGE FOR AGENT B**

**Objective:**
Write a Python function that determines whether two given integers have opposite signs.

**Function Signature:**
```python
def have_opposite_signs(a: int, b: int) -> bool:
```

**Behavior:**
- Return `True` if one integer is strictly positive (> 0) and the other is strictly negative (< 0).
- Return `False` if they have the same sign, or if either integer is zero.

**Key Edge Cases to Handle:**
1. **Zeros:** If either `a` or `b` is `0`, they do not have opposite signs (since 0 is neither positive nor negative). The function should return `False`.
2. **Positive/Negative combinations:** 
   - `a = 5, b = -3` -> `True`
   - `a = -5, b = 3` -> `True`
3. **Same sign combinations:**
   - `a = 5, b = 3` -> `False`
   - `a = -5, b = -3` -> `False`

**Proposed Approach:**
The most efficient and idiomatic way to check for opposite signs without running into integer overflow issues (which can happen in some languages when multiplying, though less of an issue in Python) is to check the product or use bitwise operators. 
Alternatively, a simple and readable approach is:
```python
def have_opposite_signs(a: int, b: int) -> bool:
    return (a < 0 and b > 0) or (a > 0 and b < 0)
```
Ensure the code is clean, well-commented, and includes type hints.",none,1,measured,mbpp,0.72765756,0.0425531914893617,14.0625,10.0,0.3333333333333333,0.0048076923076923,0.2872340425531915,3,0.0,0.75,1.0,,0.0610088631510734,0.1565807312726974,0.8585676739457649,1,False
mbpp_009,Write a python function to find the minimum number of rotations (greater than 0) required to get the same string.,"Agent B, here is the specification for the function you need to write.

**1. Restatement of the Problem**
Write a Python function that calculates the minimum number of strictly positive rotations (i.e., rotations greater than 0) required for a given string to become identical to itself again. 

**2. Exact Function Signature**
```python
def min_rotations_for_same_string(s: str) -> int:
    """"""
    Finds the minimum number of rotations (> 0) required to get the same string.
    """"""
    pass
```

**3. Key Edge Cases to Handle**
- **Empty string (`""""`)**: Should raise an error or return `0` (let's return `0` or handle it gracefully, though standard constraints usually imply non-empty strings. Let's make sure it handles length 0 by returning 0).
- **Single character or all identical characters (`""aaa""`)**: The minimum rotation to get the same string is `1`.
- **No repeating pattern (e.g., `""abcd""`)**: The minimum rotations will equal the length of the string (`4`).

**4. Brief Plan / Approach**
- A rotation of a string can be simulated by concatenating the string with itself (`s + s`).
- The smallest positive rotation $k$ ($1 \le k \le \text{len}(s)$) such that the substring starting at index $k$ with length `len(s)` equals the original string `s` is our answer.
- Alternatively, you can find the length of the shortest repeating prefix, or find the smallest $k$ such that `(s + s)[k : k + len(s)] == s` for $k > 0$. The first such $k$ is the minimum number of rotations.",none,1,measured,mbpp,0.8166719,0.0677966101694915,12.3,15.0,0.3333333333333333,0.0292887029288702,0.31,4,0.0040650406504065,1.0,1.0,,0.9951401948928832,0.0134763987734913,0.8629557135944018,1,False
mbpp_014,Write a python function to find the volume of a triangular prism.,"HANDOFF MESSAGE FOR AGENT B:

You need to write a Python function that calculates the volume of a triangular prism. 

- **Function Signature:** `def triangular_prism_volume(base: float, height: float, length: float) -> float:`
  - `base`: The length of the base of the triangular cross-section.
  - `height`: The height of the triangular cross-section (perpendicular to the base).
  - `length`: The length (or height/depth) of the prism itself.

- **Formula:** 
  $$\text{Volume} = \text{Area of the triangular base} \times \text{Length}$$
  $$\text{Volume} = \left(\frac{1}{2} \times \text{base} \times \text{height}\right) \times \text{length}$$

- **Key Edge Cases to Handle:**
  - Zero or negative values for `base`, `height`, or `length` should raise a `ValueError`, as physical dimensions cannot be zero or negative.
  - Non-numeric inputs (e.g., strings) should raise a `TypeError`.

- **Brief Plan:**
  1. Validate that all inputs (`base`, `height`, `length`) are of type `int` or `float`. If not, raise a `TypeError`.
  2. Validate that all inputs are strictly greater than `0`. If any are $\le 0$, raise a `ValueError`.
  3. Compute the volume using the formula `(0.5 * base * height) * length`.
  4. Return the computed floating-point volume.",none,1,measured,mbpp,0.7514143,0.0491803278688524,15.166666666666666,16.0,0.1666666666666666,0.0224719101123595,0.2765957446808511,4,0.0,1.0,1.0,,0.990919589996338,0.1004018485546112,0.8952147607901996,1,False
mbpp_007,Write a function to find all words which are at least 4 characters long in a string.,"**HANDOFF MESSAGE FOR AGENT B**

**Objective:**
Write a Python function that extracts and returns all words from a given input string that have a length of 4 characters or more.

**Function Signature:**
```python
def find_long_words(text: str) -> list[str]:
    """"""
    Finds all words in a string that are at least 4 characters long.
    
    Args:
        text (str): The input string containing words.
        
    Returns:
        list[str]: A list of words with length >= 4, in the order they appear.
    """"""
```

**Key Edge Cases to Handle:**
1. **Punctuation:** Words should ideally be stripped of surrounding punctuation (e.g., `""test,""` should be treated as `""test""` of length 4, not `""test,""` of length 5). 
2. **Whitespace and Multiple Spaces:** The input may contain tabs, newlines, or multiple consecutive spaces.
3. **Empty or Short Strings:** If the input string is empty, contains only whitespace, or has no words of length 4+, the function should return an empty list `[]`.
4. **Special Characters / Numbers:** Decide whether digit-only tokens count as words (standard `split()` treats any whitespace-separated token as a word; ensure numbers like `""1234""` are handled appropriately based on standard word definitions).

**Plan / Approach:**
1. Use regular expressions (`re.findall`) to extract valid word tokens, which automatically handles punctuation stripping and whitespace splitting. Specifically, `re.findall(r'\b\w{4,}\b', text)` can be used to directly find words consisting of word characters (`\w`) of length 4 or greater.
2. Alternatively, use `text.split()` to break the string by whitespace, then iterate through each word, strip common punctuation using `.strip(string.punctuation)`, and check if `len(word) >= 4`.
3. Return the resulting list of words preserving their original order.",none,1,measured,mbpp,0.67750645,0.054054054054054,15.411764705882351,19.0,0.5,0.0077220077220077,0.3442622950819672,3,0.0,0.0,1.0,,0.763833224773407,0.1894763559103012,0.783860910582108,1,True
mbpp_064,Write a function to sort a list of tuples using the second value of each tuple.,"Handoff Message for Agent B:

1. Function Requirement:
Write a Python function that sorts a list of tuples based on the second element of each tuple.

2. Function Signature:
```python
def sort_by_second_element(tuples_list: list[tuple]) -> list[tuple]:
```

3. Key Edge Cases to Handle:
- Empty list (`[]`): Should return an empty list without error.
- List with a single tuple: Should return the list as-is.
- Tuples with identical second values: The sort should be stable, preserving the original relative order of such tuples.
- Mixed types in the second position (if applicable, though standard types like all integers or all strings should be assumed, using a key function is safest).

4. Approach:
- Use Python's built-in `sorted()` function or the list `.sort()` method.
- Pass a lambda function or `operator.itemgetter(1)` as the `key` argument to target the second element of each tuple (index `1`).
- Return the newly sorted list.",none,1,measured,mbpp,0.6911664,0.0888888888888888,9.375,12.0,0.1666666666666666,0.0068965517241379,0.2777777777777778,5,0.0,1.0,1.0,,0.9923694133758544,0.0705885514616966,0.8887852110141753,1,False
mbpp_057,Write a python function to find the largest number that can be formed with the given list of digits.,"HANDOFF MESSAGE FOR AGENT B:

You need to write a Python function that takes a list of digits (integers) and rearranges them to form the largest possible number. 

**Function Signature:**
```python
def largest_number_from_digits(digits: list[int]) -> int:
    pass
```

**Key Requirements & Edge Cases:**
- The input will be a list of integers (0 through 9).
- The output should be an integer representing the largest possible number formed by these digits.
- **Edge cases to handle:**
  - Empty list: Return `0` (or appropriate fallback).
  - List containing only zeros (e.g., `[0, 0]`): Should return `0` (not `00`).
  - Single digit list (e.g., `[5]`): Should return the digit itself (`5`).

**Recommended Approach:**
1. Convert all digits in the list to strings (to make sorting or manipulation easier, or sort the digits in descending order).
2. Sort the digits in descending numerical order.
3. Join the sorted digits together into a single string.
4. Convert the string back to an integer and return it. (Make sure to handle the case where the result is effectively 0 to avoid leading zero issues).",none,1,measured,mbpp,0.66103154,0.0555555555555555,9.421052631578949,15.0,0.5,0.0057471264367816,0.3333333333333333,4,0.0,0.0,1.0,,0.9995130300521852,0.0027755578048527,0.5576788081065492,0,True
mbpp_065,Write a function to flatten a list and sum all of its elements.,"HANDOFF MESSAGE FOR AGENT B:

You need to write a Python function that takes a potentially nested list (containing integers or floats) and returns the sum of all its elements after flattening the structure.

**Function Signature:**
```python
def flatten_and_sum(nested_list: list) -> (int, float):
```

**Key Edge Cases to Handle:**
1. Deeply nested lists (e.g., `[1, [2, [3, [4]]]]`).
2. Empty lists or lists containing only empty lists (should return `0`).
3. Lists containing a mix of integers, floats, and empty sublists.
4. Non-list elements at the top level or nested levels (though typically inputs will be numeric, handle standard numeric types).

**Brief Plan / Approach:**
1. Implement a recursive helper approach or a generator-based flattening method (using a `while` loop with a stack or recursion checking `isinstance(item, list)`).
2. Iterate through the elements of the input list; if an element is a list, recursively flatten it.
3. Accumulate all numeric values into a single flat collection or sum them up directly.
4. Return the total sum of all flattened elements.",none,1,measured,mbpp,0.64693177,0.0208333333333333,13.076923076923077,17.0,0.3333333333333333,0.0,0.3088235294117647,1,0.0,1.0,1.0,,0.9791390299797058,0.023665590211749,0.8470583309817065,1,False
mbpp_063,Write a function to find the maximum difference between available pairs in the given tuple list.,"HANDOFF MESSAGE FOR AGENT B

Task: Write a Python function that calculates the maximum absolute difference between the two elements of each tuple in a given list of tuples, and returns the maximum of these differences.

Function Signature:
```python
def max_difference(tuples_list: list[tuple]) -> int / float:
```

Key Edge Cases to Handle:
1. Empty list: Should handle gracefully (e.g., return `0` or `None`, let's return `0` or raise an appropriate value). Let's return `0` for an empty list.
2. Tuples with negative numbers or mixed positive/negative numbers (use absolute difference).
3. Tuples where the two elements are identical (difference is `0`).

Plan/Approach:
1. Check if the input `tuples_list` is empty. If so, return `0`.
2. Iterate through each tuple in the list, compute the absolute difference between its two elements (i.e., `abs(t[0] - t[1])`).
3. Find and return the maximum value among all computed differences using the built-in `max()` function.",none,1,measured,mbpp,0.68052423,0.0,9.375,15.0,0.3333333333333333,0.0,0.2676056338028169,1,0.0,1.0,1.0,,0.9990296363830566,0.0022054512519389,0.6642112126651066,0,True
mbpp_019,Write a function to find whether a given array of integers contains any duplicate element.,"HANDOFF MESSAGE FOR AGENT B:

You need to write a Python function that checks if an array of integers contains any duplicate elements.

**Function Signature:**
```python
def contains_duplicate(nums: list[int]) -> bool:
```

**Requirements & Edge Cases to Handle:**
- Return `True` if any value appears at least twice in the array.
- Return `False` if every element is distinct.
- Handle empty arrays (`[]`) by returning `False`.
- Handle arrays with a single element (`[1]`) by returning `False`.
- Handle negative numbers and zero correctly.

**Recommended Approach:**
The most efficient approach is to use a Hash Set. Traverse the array and check if each element is already in the set. If it is, return `True` immediately (early exit). If not, add it to the set. If the loop finishes without finding duplicates, return `False`. This approach achieves $O(n)$ time complexity and $O(n)$ space complexity.",none,1,measured,mbpp,0.654427,0.027027027027027,9.6,12.0,0.1666666666666666,0.0215827338129496,0.3333333333333333,1,0.0,1.0,1.0,,0.9915538430213928,0.0572678446769714,0.7938956810618862,1,False
mbpp_061,Write a python function to count the number of substrings with the sum of digits equal to their length.,"Handoff Message for Agent B:

1. **Function Purpose**: Write a Python function that counts the number of substrings in a given numeric string where the sum of the digits of the substring is equal to the length of the substring.

2. **Function Signature**:
   ```python
   def count_sub_with_sum_eq_length(s: str) -> int:
   ```

3. **Key Edge Cases**:
   - Empty string (`""""`): should return `0`.
   - Strings with non-digit characters: assume input is strictly numeric digits (`'0'` through `'9'`), but handle gracefully if needed.
   - Substrings containing '0' (e.g., `'0'` has sum 0 and length 1, which equals).
   - Single-character substrings (e.g., `'1'` has sum 1 and length 1, which equals).
   - Large strings: Ensure the approach is efficient enough (e.g., $O(n^2)$ time complexity is acceptable for typical constraints since string length isn't excessively massive, but avoid $O(n^3)$).

4. **Plan / Approach**:
   - Iterate through all possible starting indices $i$ from $0$ to $n-1$.
   - Maintain a running sum as you expand the ending index $j$ from $i$ to $n-1$.
   - For each substring `s[i...j]`, the length is `j - i + 1`.
   - Update the running sum by adding the integer value of the current digit `s[j]`.
   - If the running sum equals the current length, increment a counter.
   - Return the total counter after checking all substrings.",none,1,measured,mbpp,0.6825761,0.0677966101694915,11.31578947368421,16.0,0.5,0.0095693779904306,0.3452380952380952,2,0.0046511627906976,0.0,1.0,,0.9983317255973816,0.0179178807884454,0.7838953629905017,0,True
