task_id,problem,handoff,corruption_type,label
task_031,"Write a function `validate_password(pw)` that returns True only if ALL of these hold: length is at least 8 AND at most 20, contains at least one uppercase letter, at least one lowercase letter, at least one digit, at least one symbol from '!@#$%^&*', and contains NO whitespace anywhere. Otherwise return False.","TASK: Write a Python function `validate_password(pw)` that validates a password string against specific security and formatting rules.

FUNCTION SIGNATURE:
```python
def validate_password(pw: str) -> bool:
```

REQUIREMENTS (ALL must be true to return `True`, otherwise return `False`):
1. **Length**: Must be between 8 and 20 characters inclusive (`8 <= len(pw) <= 20`).
2. **Uppercase**: Must contain at least one uppercase ASCII letter (`A-Z`).
3. **Lowercase**: Must contain at least one lowercase ASCII letter (`a-z`).
4. **Digit**: Must contain at least one numeric digit (`0-9`).
5. **Symbol**: Must contain at least one special character from the exact set: `!@#$%^&*`.
6. **No Whitespace**: Must NOT contain any whitespace characters anywhere in the string (spaces, tabs, newlines, etc.).

KEY EDGE CASES TO HANDLE:
- Input is not a string (though assuming standard string inputs, handle gracefully or rely on type checks if needed; primarily ensure it handles empty strings `""""`, strings that are too short/long correctly).
- Passwords containing valid symbols *plus* other disallowed symbols (e.g., `!` is allowed, but `?` or `_` are not explicitly in the allowed symbol set). Make sure only the specified symbols `!@#$%^&*` count toward the symbol requirement, and no other punctuation/symbols cause issues unless they violate the rules.
- Whitespace embedded in the middle of an otherwise valid password (must fail).
- Boundary lengths: exactly 8 characters and exactly 20 characters should be valid (if other conditions met). 7 characters or 21 characters must fail.

SUGGESTED APPROACH:
1. Check the length of `pw` using `8 <= len(pw) <= 20`. If false, return `False`.
2. Check for whitespace. You can check if any character in `pw` is whitespace (e.g., using `any(c.isspace() for c in pw)` or regex `\s`), and return `False` if found.
3. Use loops, helper conditions, or Regular Expressions to verify the presence of:
   - At least one uppercase letter (`any(c.isupper() for c in pw)`)
   - At least one lowercase letter (`any(c.islower() for c in pw)`)
   - At least one digit (`any(c.isdigit() for c in pw)`)
   - At least one allowed symbol (`any(c in '!@#$%^&*' for c in pw)`)
4. Return `True` only if all conditions pass.",none,1
task_031,"Write a function `validate_password(pw)` that returns True only if ALL of these hold: length is at least 8 AND at most 20, contains at least one uppercase letter, at least one lowercase letter, at least one digit, at least one symbol from '!@#$%^&*', and contains NO whitespace anywhere. Otherwise return False.","2. 3. 4. 5. **Symbol**: Must contain at least one special character from the exact set: `!@#$%^&*`. 6. Make sure only the specified symbols `!@#$%^&*` count toward the symbol requirement, and no other punctuation/symbols cause issues unless they violate the rules. 7 characters or 21 characters must fail. SUGGESTED APPROACH:
1. If false, return `False`. 2. Check for whitespace. 3. Return `True` only if all conditions pass.",entity_omission,0
task_031,"Write a function `validate_password(pw)` that returns True only if ALL of these hold: length is at least 8 AND at most 20, contains at least one uppercase letter, at least one lowercase letter, at least one digit, at least one symbol from '!@#$%^&*', and contains NO whitespace anywhere. Otherwise return False.","TASK: Write a Python function `validate_password(pw)` that validates a password string against specific security and formatting rules.

FUNCTION SIGNATURE:
```python
def validate_password(pw: str) -> bool:
```

REQUIREMENTS (ALL must be true to return `True`, otherwise return `False`):

KEY EDGE CASES TO HANDLE:

SUGGESTED APPROACH:",tool_result_drop,0
task_031,"Write a function `validate_password(pw)` that returns True only if ALL of these hold: length is at least 8 AND at most 20, contains at least one uppercase letter, at least one lowercase letter, at least one digit, at least one symbol from '!@#$%^&*', and contains NO whitespace anywhere. Otherwise return False.",TASK: Write a Python function `validate_password(pw)` that validates a password string against specific security and formatting rules.,over_summarization,0
task_032,"Write a function `parse_log_line(line)` that parses a log line in the EXACT format '[LEVEL] timestamp - message' where LEVEL is one of INFO/WARN/ERROR, timestamp is a string like '2024-01-15', and message is the rest. Return a dict with keys 'level', 'timestamp', 'message'. If the line doesn't match this format (wrong brackets, missing ' - ' separator, or LEVEL not one of the three), return None.","Handoff Message for Agent B:

1. **Function to Build:**
   Write a Python function named `parse_log_line(line)` that parses a single log line into a structured dictionary.

2. **Exact Signature:**
   ```python
   def parse_log_line(line: str) -> dict | None:
   ```

3. **Format Specifications:**
   - Exact format: `[LEVEL] timestamp - message`
   - `LEVEL`: Must be strictly one of `INFO`, `WARN`, or `ERROR`.
   - `timestamp`: A string (e.g., `'2024-01-15'`).
   - `message`: The remainder of the line after the timestamp and separator.
   - Return value: A dictionary with keys `'level'`, `'timestamp'`, and `'message'`.
   - Error handling: If the line does not match the format in any way (e.g., missing brackets around the level, invalid LEVEL name, missing or incorrect `' - '` separator), return `None`.

4. **Key Edge Cases to Handle:**
   - Lines with missing or malformed brackets (e.g., `INFO timestamp - message` or `[UNKNOWN] timestamp - message`).
   - Lines missing the exact `' - '` separator between the timestamp and the message.
   - Empty lines or strings that do not contain enough components.
   - Extra spaces or unexpected characters that violate the strict format.

5. **Plan / Approach:**
   - Use regular expressions (`re` module) for robust and precise pattern matching.
   - Construct a regex pattern like `^\[(INFO|WARN|ERROR)\]\s+(.*?)\s+-\s+(.+)$`.
   - Match the input `line` against the pattern using `re.match()`.
   - If a match is found, extract the groups for level, timestamp, and message, and return them in a dictionary.
   - If no match is found, return `None`.",none,1
task_032,"Write a function `parse_log_line(line)` that parses a log line in the EXACT format '[LEVEL] timestamp - message' where LEVEL is one of INFO/WARN/ERROR, timestamp is a string like '2024-01-15', and message is the rest. Return a dict with keys 'level', 'timestamp', 'message'. If the line doesn't match this format (wrong brackets, missing ' - ' separator, or LEVEL not one of the three), return None.","Handoff Message for Agent B:

   Write a Python function named `parse_log_line(line)` that parses a single log line into a structured dictionary.

   ```python
   def parse_log_line(line: str) -> dict | None:
   ```


",tool_result_drop,0
task_032,"Write a function `parse_log_line(line)` that parses a log line in the EXACT format '[LEVEL] timestamp - message' where LEVEL is one of INFO/WARN/ERROR, timestamp is a string like '2024-01-15', and message is the rest. Return a dict with keys 'level', 'timestamp', 'message'. If the line doesn't match this format (wrong brackets, missing ' - ' separator, or LEVEL not one of the three), return None.","Handoff Message for Agent B:

1.",over_summarization,0
task_033,"Write a function `merge_intervals(intervals)` that takes a list of [start, end] intervals (inclusive on both ends) and merges all overlapping or ADJACENT intervals (e.g. [1,3] and [3,5] are adjacent and must merge into [1,5], and so must [1,3] and [4,6] since 3 and 4 are consecutive integers). Return the merged list sorted by start.","HANDOFF MESSAGE FOR AGENT B:

You need to write a Python function that merges overlapping or adjacent intervals.

### Function Signature
```python
def merge_intervals(intervals: list[list[int]]) -> list[list[int]]:
```

### Requirements & Behavior
- Each interval is represented as a list of two integers `[start, end]`, inclusive on both ends.
- Intervals overlap if they share any numbers, or if one is completely contained within another.
- **CRITICAL:** Intervals are also considered **adjacent** (and must be merged) if they touch or are consecutive integers. For example:
  - `[1, 3]` and `[3, 5]` overlap/touch at `3`, so they merge into `[1, 5]`.
  - `[1, 3]` and `[4, 6]` are consecutive (`3` and `4`), so they merge into `[1, 6]`.
- The returned list of merged intervals must be sorted in ascending order by their start values.

### Edge Cases to Handle
- An empty list of intervals (`[]`) should return `[]`.
- A single interval should return that interval unchanged.
- Intervals that are already fully merged or completely disjoint.
- Unsorted input intervals (your algorithm must handle them by sorting first).
- Intervals with duplicate start/end values.

### Suggested Approach
1. **Sort:** Handle the input by sorting the intervals primarily by their start values, and secondarily by their end values. If the input is empty, return an empty list immediately.
2. **Iterate & Merge:** Maintain a list (or stack) of merged intervals. Iterate through the sorted intervals:
   - If the current interval overlaps with or is adjacent/consecutive to the last interval in your merged list (i.e., `current.start <= last.end + 1`), merge them by updating the end of the last interval to `max(last.end, current.end)`.
   - Otherwise, append the current interval as a new entry in the merged list.
3. Return the final merged list.",none,1
task_033,"Write a function `merge_intervals(intervals)` that takes a list of [start, end] intervals (inclusive on both ends) and merges all overlapping or ADJACENT intervals (e.g. [1,3] and [3,5] are adjacent and must merge into [1,5], and so must [1,3] and [4,6] since 3 and 4 are consecutive integers). Return the merged list sorted by start.","HANDOFF MESSAGE FOR AGENT B:

You need to write a Python function that merges overlapping or adjacent intervals. - Intervals overlap if they share any numbers, or if one is completely contained within another. For example:
  - `[1, 3]` and `[3, 5]` overlap/touch at `3`, so they merge into `[1, 5]`. - The returned list of merged intervals must be sorted in ascending order by their start values. - A single interval should return that interval unchanged. - Intervals that are already fully merged or completely disjoint. - Intervals with duplicate start/end values. ### Suggested Approach
1. **Sort:** Handle the input by sorting the intervals primarily by their start values, and secondarily by their end values. If the input is empty, return an empty list immediately. 2. - Otherwise, append the current interval as a new entry in the merged list. 3. Return the final merged list.",entity_omission,0
task_033,"Write a function `merge_intervals(intervals)` that takes a list of [start, end] intervals (inclusive on both ends) and merges all overlapping or ADJACENT intervals (e.g. [1,3] and [3,5] are adjacent and must merge into [1,5], and so must [1,3] and [4,6] since 3 and 4 are consecutive integers). Return the merged list sorted by start.","HANDOFF MESSAGE FOR AGENT B:

You need to write a Python function that merges overlapping or adjacent intervals.

### Function Signature
```python
def merge_intervals(intervals: list[list[int]]) -> list[list[int]]:
```

### Requirements & Behavior

### Edge Cases to Handle

### Suggested Approach",tool_result_drop,0
task_033,"Write a function `merge_intervals(intervals)` that takes a list of [start, end] intervals (inclusive on both ends) and merges all overlapping or ADJACENT intervals (e.g. [1,3] and [3,5] are adjacent and must merge into [1,5], and so must [1,3] and [4,6] since 3 and 4 are consecutive integers). Return the merged list sorted by start.","HANDOFF MESSAGE FOR AGENT B:

You need to write a Python function that merges overlapping or adjacent intervals.",over_summarization,0
task_034,"Write a function `custom_round(x, mode)` that rounds a float x to the nearest integer, where `mode` controls tie-breaking when x is exactly halfway (e.g. 2.5): mode='up' always rounds .5 up (2.5 -> 3, -2.5 -> -2), mode='down' always rounds .5 down (2.5 -> 2, -2.5 -> -3), mode='even' rounds .5 to the nearest even integer (2.5 -> 2, 3.5 -> 4). Non-halfway values round normally regardless of mode.","**HANDOFF MESSAGE FOR AGENT B**

**Objective:**
Write a Python function named `custom_round(x, mode)` that rounds a float `x` to the nearest integer. The `mode` parameter determines how ties (halfway values ending in `.5`) are broken.

**Exact Signature:**
```python
def custom_round(x: float, mode: str) -> int:
```

**Tie-Breaking Modes (when `x` has a fractional part of exactly `.5`):**
- `'up'`: Always rounds `.5` upward toward positive infinity. 
  - Example: `2.5 -> 3`, `-2.5 -> -2`
- `'down'`: Always rounds `.5` downward toward negative infinity. 
  - Example: `2.5 -> 2`, `-2.5 -> -3`
- `'even'`: Rounds `.5` to the nearest even integer (round half to even / banker's rounding). 
  - Example: `2.5 -> 2`, `3.5 -> 4`, `-2.5 -> -2`, `-3.5 -> -4`

**Key Edge Cases to Handle:**
- **Non-halfway values:** Values that do not end in `.5` (e.g., `.4`, `.6`) must round normally to the nearest integer regardless of the mode.
- **Negative numbers:** Ensure correct directional behavior for negative halfway numbers (e.g., `-2.5` with `'up'` should become `-2`, not `-3`).
- **Invalid inputs:** Consider how to handle unexpected modes or non-numeric inputs if necessary, though standard behavior on valid inputs is the priority.

**Plan / Approach:**
1. Check if `x` is exactly halfway (i.e., `x % 1 == 0.5` or `abs(x) % 1 == 0.5`). 
2. If it is **not** halfway, use standard rounding (e.g., `math.floor(x + 0.5)` or Python's built-in `round()`, taking care with float precision).
3. If it **is** halfway:
   - If `mode == 'up'`, use `math.ceil(x)` for positive numbers and `math.floor(x)` (or appropriate logic) to push towards positive infinity. Alternatively, check `math.floor(x) + 1` for positive and `math.ceil(x)` for negative.
   - If `mode == 'down'`, push towards negative infinity (e.g., `math.floor(x)` for positive, `math.ceil(x)` for negative).
   - If `mode == 'even'`, determine if `math.floor(x)` or `math.ceil(x)` is even and return that integer.",none,1
task_034,"Write a function `custom_round(x, mode)` that rounds a float x to the nearest integer, where `mode` controls tie-breaking when x is exactly halfway (e.g. 2.5): mode='up' always rounds .5 up (2.5 -> 3, -2.5 -> -2), mode='down' always rounds .5 down (2.5 -> 2, -2.5 -> -3), mode='even' rounds .5 to the nearest even integer (2.5 -> 2, 3.5 -> 4). Non-halfway values round normally regardless of mode.","- Example: `2.5 -> 3`, `-2.5 -> -2`
- `'down'`: Always rounds `.5` downward toward negative infinity. - **Invalid inputs:** Consider how to handle unexpected modes or non-numeric inputs if necessary, though standard behavior on valid inputs is the priority. **Plan / Approach:**
1. 2. 3.",entity_omission,0
task_034,"Write a function `custom_round(x, mode)` that rounds a float x to the nearest integer, where `mode` controls tie-breaking when x is exactly halfway (e.g. 2.5): mode='up' always rounds .5 up (2.5 -> 3, -2.5 -> -2), mode='down' always rounds .5 down (2.5 -> 2, -2.5 -> -3), mode='even' rounds .5 to the nearest even integer (2.5 -> 2, 3.5 -> 4). Non-halfway values round normally regardless of mode.","**HANDOFF MESSAGE FOR AGENT B**

**Objective:**
Write a Python function named `custom_round(x, mode)` that rounds a float `x` to the nearest integer.",over_summarization,0
task_035,"Write a function `allocate_seats(requests, capacity)` where `requests` is a list of (name, party_size) tuples in priority order. Seat parties in order ONLY if the remaining capacity can fit the whole party (no splitting parties). Return a list of names that got seated, in the order they were seated. Skip (do not seat) any party that doesn't fit, but keep checking later parties against remaining capacity.","HANDOFF MESSAGE FOR AGENT B:

You need to write a Python function that allocates seats for a venue based on a reservation request queue and a fixed capacity. 

**Function Signature:**
`def allocate_seats(requests, capacity):`

**Inputs:**
- `requests`: A list of tuples in priority order, where each tuple is `(name, party_size)`.
- `capacity`: An integer representing the total available seats.

**Behavior & Rules:**
1. Iterate through the `requests` in the exact order they are provided (which represents priority).
2. For each party, check if their `party_size` is less than or equal to the *remaining* available capacity.
3. If they fit, subtract their `party_size` from the remaining capacity, and add their `name` to the list of successfully seated parties.
4. If they do *not* fit, skip them completely (do not split parties), but continue checking the remaining parties in the list against the current remaining capacity.
5. Return a list of strings (the names of the parties that successfully got seated), in the order they were seated.

**Key Edge Cases to Handle:**
- `capacity` is 0 or smaller than the first party (should return an empty list).
- `requests` list is empty (should return an empty list).
- A party size is larger than the initial total capacity (should be skipped).
- Exact fit: A party size exactly equals the remaining capacity (should be seated, leaving 0 capacity).

**Plan:**
1. Initialize an empty list `seated_parties` to track who gets in.
2. Initialize a variable `current_capacity = capacity`.
3. Loop through `requests` unpacking `name` and `party_size`.
4. Check if `party_size <= current_capacity`. If true, append `name` to `seated_parties` and decrement `current_capacity` by `party_size`.
5. Return `seated_parties`.",none,1
task_035,"Write a function `allocate_seats(requests, capacity)` where `requests` is a list of (name, party_size) tuples in priority order. Seat parties in order ONLY if the remaining capacity can fit the whole party (no splitting parties). Return a list of names that got seated, in the order they were seated. Skip (do not seat) any party that doesn't fit, but keep checking later parties against remaining capacity.","HANDOFF MESSAGE FOR AGENT B:

You need to write a Python function that allocates seats for a venue based on a reservation request queue and a fixed capacity. - `capacity`: An integer representing the total available seats. **Behavior & Rules:**
1. 2. For each party, check if their `party_size` is less than or equal to the *remaining* available capacity. 3. If they fit, subtract their `party_size` from the remaining capacity, and add their `name` to the list of successfully seated parties. 4. 5. **Plan:**
1. Initialize an empty list `seated_parties` to track who gets in. 2. Initialize a variable `current_capacity = capacity`. 3. Loop through `requests` unpacking `name` and `party_size`. 4. Check if `party_size <= current_capacity`. If true, append `name` to `seated_parties` and decrement `current_capacity` by `party_size`. 5. Return `seated_parties`.",entity_omission,0
task_035,"Write a function `allocate_seats(requests, capacity)` where `requests` is a list of (name, party_size) tuples in priority order. Seat parties in order ONLY if the remaining capacity can fit the whole party (no splitting parties). Return a list of names that got seated, in the order they were seated. Skip (do not seat) any party that doesn't fit, but keep checking later parties against remaining capacity.","HANDOFF MESSAGE FOR AGENT B:

You need to write a Python function that allocates seats for a venue based on a reservation request queue and a fixed capacity. 

**Function Signature:**
`def allocate_seats(requests, capacity):`

**Inputs:**

**Behavior & Rules:**

**Key Edge Cases to Handle:**

**Plan:**",tool_result_drop,0
task_035,"Write a function `allocate_seats(requests, capacity)` where `requests` is a list of (name, party_size) tuples in priority order. Seat parties in order ONLY if the remaining capacity can fit the whole party (no splitting parties). Return a list of names that got seated, in the order they were seated. Skip (do not seat) any party that doesn't fit, but keep checking later parties against remaining capacity.","HANDOFF MESSAGE FOR AGENT B:

You need to write a Python function that allocates seats for a venue based on a reservation request queue and a fixed capacity.",over_summarization,0
task_036,"Write a function `caesar_cipher(text, shift, mode)` implementing a Caesar cipher. mode='encode' shifts each letter forward by `shift` positions in the alphabet (wrapping z->a), mode='decode' shifts backward. Preserve case. Non-letter characters (spaces, punctuation, digits) must remain UNCHANGED and not consume a shift position.","**Handoff Message for Agent B**

Your task is to write a Python function that implements a Caesar cipher. Agent B, please review the specifications below carefully and implement the solution.

### Function Signature
```python
def caesar_cipher(text: str, shift: int, mode: str) -> str:
```

### Requirements & Behavior
1. **Modes**:
   - `mode='encode'`: Shift each alphabetic letter forward by `shift` positions in the alphabet.
   - `mode='decode'`: Shift each alphabetic letter backward by `shift` positions in the alphabet.
2. **Case Preservation**: Uppercase letters must remain uppercase, and lowercase letters must remain lowercase (e.g., shifting 'Z' forward wraps to 'A', shifting 'z' forward wraps to 'a').
3. **Non-Letter Characters**: Spaces, punctuation, digits, and any other non-alphabetic characters must remain **completely unchanged** and must **not** consume a shift position.

### Edge Cases to Handle
- Large shifts (e.g., `shift=29` or negative shifts) should be handled correctly using modulo arithmetic (`shift % 26`).
- Empty string input (`text=""""`).
- Text containing exclusively non-letter characters.

### Suggested Approach
1. Normalize the shift value using `shift = shift % 26`.
2. Iterate through each character in the `text`.
3. Check if a character is alphabetic (`str.isalpha()`):
   - If it is uppercase, determine its 0-25 index, apply the forward or backward shift modulo 26 relative to ASCII 'A', and convert it back to a character.
   - If it is lowercase, do the same relative to ASCII 'a'.
4. If the character is not alphabetic, leave it as-is.
5. Join all processed characters into a resulting string and return it.",none,1
task_036,"Write a function `caesar_cipher(text, shift, mode)` implementing a Caesar cipher. mode='encode' shifts each letter forward by `shift` positions in the alphabet (wrapping z->a), mode='decode' shifts backward. Preserve case. Non-letter characters (spaces, punctuation, digits) must remain UNCHANGED and not consume a shift position.","**Handoff Message for Agent B**

Your task is to write a Python function that implements a Caesar cipher. Agent B, please review the specifications below carefully and implement the solution.

### Function Signature
```python
def caesar_cipher(text: str, shift: int, mode: str) -> str:
```

### Requirements & Behavior

### Edge Cases to Handle

### Suggested Approach",tool_result_drop,0
task_036,"Write a function `caesar_cipher(text, shift, mode)` implementing a Caesar cipher. mode='encode' shifts each letter forward by `shift` positions in the alphabet (wrapping z->a), mode='decode' shifts backward. Preserve case. Non-letter characters (spaces, punctuation, digits) must remain UNCHANGED and not consume a shift position.","**Handoff Message for Agent B**

Your task is to write a Python function that implements a Caesar cipher.",over_summarization,0
task_037,"Write a function `dedupe_within_window(items, window)` that builds an output list by scanning items left to right: for each item, check the last `window` items ALREADY ADDED to the output (not the original input) -- if the current item's value already appears among those, skip it; otherwise append it to the output. Items outside that recent window of output can repeat freely.","Agent B, please implement the `dedupe_within_window(items, window)` function according to the specifications below.

### Function Signature
```python
def dedupe_within_window(items, window):
    """"""
    ...
    """"""
```

### Problem Restatement
Scan the input `items` from left to right to build an output list. For each item, look at the last `window` items **already added to the output list** (not the original input). If the current item's value is present in that recent output window, skip it. Otherwise, append it to the output. Items that fall outside of this recent output window may appear again freely.

### Key Edge Cases to Handle
- **`window <= 0`**: If `window` is zero or negative, no items from the output can prevent future items from being added (or effectively no duplicates are checked against the output), meaning the output should likely just be a copy of `items` (or handled gracefully).
- **`window` larger than output size**: When the output has fewer than `window` items, check all items currently in the output.
- **Empty input list (`items = []`)**: Should return an empty list `[]`.
- **All duplicates**: E.g., `items = [1, 1, 1, 1]`, `window = 2` should result in `[1, 1]` (the first is added, the second is added, the third and fourth are within the window of the last 2 outputs and get skipped).

### Suggested Approach
1. Maintain an `output` list to store the filtered results.
2. Iterate through each `item` in `items`.
3. Determine the slice of the `output` to check against: `recent_window = output[-window:]` if `window > 0` else `[]`.
4. If `item` is not in `recent_window`, append `item` to `output`.
5. Return `output`.",none,1
task_038,"Write a function `budget_split(total, ratios)` that splits an integer `total` amount among parties according to a list of integer `ratios` (e.g. [2, 3, 5] means 2:3:5). Splits must be integers and must sum EXACTLY to total -- distribute any remainder (due to integer division) one unit at a time to the parties with the LARGEST ratio first, in order of ratio descending, ties broken by original index.","HANDOFF MESSAGE FOR AGENT B:

You need to implement a Python function called `budget_split(total, ratios)`.

**Function Signature:**
```python
def budget_split(total: int, ratios: list[int]) -> list[int]:
```

**What the function does:**
It splits an integer `total` amount among multiple parties based on a list of integer `ratios` (e.g., `[2, 3, 5]` represents a 2:3:5 split). The returned split amounts must be integers and must sum **EXACTLY** to `total`. 

**Handling Remainders & Edge Cases:**
1. **Base Proportional Allocation:** Each party initially receives `total * ratio / sum(ratios)` using integer division (`//`).
2. **Remainder Distribution:** Because of integer division, the sum of the initial allocations may be less than `total`. You must distribute any remaining units (one unit at a time) to the parties.
3. **Priority for Remainders:** Remainders are distributed based on:
   - **Largest ratio first** (descending order of ratio values).
   - **Tie-breaker:** If ratios are equal, give priority to the party with the **original index** (earlier index in the `ratios` list gets it first).
4. **Edge Cases:** Ensure it handles edge cases gracefully, such as when `total` is 0, when `total` is smaller than the number of ratios, or when ratios contain zeros (though standard ratios are positive integers).

**Suggested Approach:**
1. Calculate the sum of the ratios: `total_ratio = sum(ratios)`.
2. Compute the initial base allocation for each party: `base = [ (total * r) // total_ratio for r in ratios ]`.
3. Calculate the current sum of the base allocations and find the remaining amount to distribute: `remainder = total - sum(base)`.
4. Create a list of party indices sorted by priority: primary key is ratio descending, secondary key is original index ascending.
5. Iterate through the sorted indices for the first `remainder` number of parties, and add `1` to their allocation in the base list.
6. Return the final list of allocations.",none,1
task_038,"Write a function `budget_split(total, ratios)` that splits an integer `total` amount among parties according to a list of integer `ratios` (e.g. [2, 3, 5] means 2:3:5). Splits must be integers and must sum EXACTLY to total -- distribute any remainder (due to integer division) one unit at a time to the parties with the LARGEST ratio first, in order of ratio descending, ties broken by original index.","HANDOFF MESSAGE FOR AGENT B:

You need to implement a Python function called `budget_split(total, ratios)`.

**Function Signature:**
```python
def budget_split(total: int, ratios: list[int]) -> list[int]:
```

**What the function does:**
It splits an integer `total` amount among multiple parties based on a list of integer `ratios` (e.g., `[2, 3, 5]` represents a 2:3:5 split). The returned split amounts must be integers and must sum **EXACTLY** to `total`. 

**Handling Remainders & Edge Cases:**

**Suggested Approach:**",tool_result_drop,0
task_038,"Write a function `budget_split(total, ratios)` that splits an integer `total` amount among parties according to a list of integer `ratios` (e.g. [2, 3, 5] means 2:3:5). Splits must be integers and must sum EXACTLY to total -- distribute any remainder (due to integer division) one unit at a time to the parties with the LARGEST ratio first, in order of ratio descending, ties broken by original index.","HANDOFF MESSAGE FOR AGENT B:

You need to implement a Python function called `budget_split(total, ratios)`.",over_summarization,0
task_039,"Write a function `find_missing_ranges(nums, lo, hi)` that, given a SORTED list of unique integers `nums` and bounds `lo`/`hi` (inclusive), returns a list of [start, end] ranges (inclusive) representing all integers in [lo, hi] that are MISSING from nums. Single missing numbers should still be represented as [x, x].","Agent B, please implement the function `find_missing_ranges(nums, lo, hi)` based on the specifications below.

### Function Signature
```python
def find_missing_ranges(nums: list[int], lo: int, hi: int) -> list[list[int]]:
```

### Problem Restatement
Given a sorted list of unique integers `nums` and two inclusive bounds `lo` and `hi`, find all missing numbers or ranges of numbers within `[lo, hi]` that do not appear in `nums`. Return these missing ranges as a list of `[start, end]` lists. Single missing numbers must be represented as `[x, x]`.

### Key Edge Cases to Handle
1. **Empty `nums`**: If `nums` is empty, the entire range `[lo, hi]` is missing. The function should return `[[lo, hi]]`.
2. **Bounds outside `nums`**: `lo` can be smaller than the first element of `nums`, and `hi` can be larger than the last element of `nums`. These gaps must be captured.
3. **No missing numbers**: If all numbers in `[lo, hi]` are present in `nums`, return an empty list `[]`.
4. **Single-element missing ranges**: A missing number `x` must be formatted as `[x, x]`.
5. **Values outside `lo`/`hi`**: Elements in `nums` that are smaller than `lo` or larger than `hi` should be ignored (though `nums` is bounded by the problem context, it's good to handle potential offsets safely).

### Recommended Approach
1. Initialize an empty result list, say `ranges`.
2. Keep track of the expected next lower bound. A clean way is to imagine a modified list or pointer system:
   - Start with `next_val = lo`.
   - Iterate through each number `n` in `nums`.
   - If `n > next_val`, there is a missing range from `next_val` to `n - 1`. Append `[next_val, n - 1]` to `ranges`.
   - Update `next_val = max(next_val, n + 1)` (or simply `n + 1` since `nums` is sorted and unique).
3. After the loop, check if `next_val <= hi`. If so, append the final trailing range `[next_val, hi]` to `ranges`.
4. Return `ranges`.",none,1
task_039,"Write a function `find_missing_ranges(nums, lo, hi)` that, given a SORTED list of unique integers `nums` and bounds `lo`/`hi` (inclusive), returns a list of [start, end] ranges (inclusive) representing all integers in [lo, hi] that are MISSING from nums. Single missing numbers should still be represented as [x, x].","Agent B, please implement the function `find_missing_ranges(nums, lo, hi)` based on the specifications below.",over_summarization,0
task_040,"Write a function `safe_divide_chain(numbers)` that takes a list and divides them left to right (numbers[0] / numbers[1] / numbers[2] / ...) using FLOAT division. If at any point a division by zero would occur, return the string 'undefined' instead of raising an error. If the list has fewer than 2 elements, return the single element (or None for empty list).","Agent B, please write the Python function `safe_divide_chain(numbers)` based on the specifications below:

### Function Signature
`def safe_divide_chain(numbers):`

### Task Description
Implement a function that performs left-to-right float division on a list of numbers (i.e., `(((numbers[0] / numbers[1]) / numbers[2]) / ...)`). 

### Rules & Return Values
- Use standard float division (`/`).
- If division by zero is encountered at any step, immediately halt the operation and return the string `'undefined'`.
- If the list contains fewer than 2 elements:
  - If the list has exactly 1 element, return that element.
  - If the list is empty (0 elements), return `None`.

### Edge Cases to Handle
- Empty list `[]` -> returns `None`.
- Single-element list `[5]` -> returns `5`.
- Division by zero anywhere in the chain `[10, 2, 0, 5]` -> returns `'undefined'`.
- Lists with negative numbers, floats, or mixed numeric types.

### Implementation Plan
1. Check the length of `numbers`. If `len(numbers) == 0`, return `None`. If `len(numbers) == 1`, return `numbers[0]`.
2. Initialize a running result with `float(numbers[0])`.
3. Iterate through the remaining elements of the list starting from index 1.
4. For each element, check if it is `0` (or `0.0`). If so, return `'undefined'`.
5. Otherwise, divide the running result by the current element.
6. Return the final accumulated float result.",none,1
task_040,"Write a function `safe_divide_chain(numbers)` that takes a list and divides them left to right (numbers[0] / numbers[1] / numbers[2] / ...) using FLOAT division. If at any point a division by zero would occur, return the string 'undefined' instead of raising an error. If the list has fewer than 2 elements, return the single element (or None for empty list).","Agent B, please write the Python function `safe_divide_chain(numbers)` based on the specifications below:

### Function Signature
`def safe_divide_chain(numbers):`

### Task Description
Implement a function that performs left-to-right float division on a list of numbers (i.e., `(((numbers[0] / numbers[1]) / numbers[2]) / ...)`). 

### Rules & Return Values

### Edge Cases to Handle

### Implementation Plan",tool_result_drop,0
task_040,"Write a function `safe_divide_chain(numbers)` that takes a list and divides them left to right (numbers[0] / numbers[1] / numbers[2] / ...) using FLOAT division. If at any point a division by zero would occur, return the string 'undefined' instead of raising an error. If the list has fewer than 2 elements, return the single element (or None for empty list).","Agent B, please write the Python function `safe_divide_chain(numbers)` based on the specifications below:

### Function Signature
`def safe_divide_chain(numbers):`

### Task Description
Implement a function that performs left-to-right float division on a list of numbers (i.e., `(((numbers[0] / numbers[1]) / numbers[2]) / ...)`).",over_summarization,0
