task_id,problem,handoff,corruption_type,label
task_034,"Write a function `custom_round(x, mode)` that rounds a float x to the nearest integer, where `mode` controls tie-breaking when x is exactly halfway (e.g. 2.5): mode='up' always rounds .5 up (2.5 -> 3, -2.5 -> -2), mode='down' always rounds .5 down (2.5 -> 2, -2.5 -> -3), mode='even' rounds .5 to the nearest even integer (2.5 -> 2, 3.5 -> 4). Non-halfway values round normally regardless of mode.","**HANDOFF MESSAGE FOR AGENT B**

**Objective:**
Write a Python function named `custom_round(x, mode)` that rounds a float `x` to the nearest integer. The `mode` parameter determines the tie-breaking behavior specifically when `x` is exactly halfway between two integers (i.e., ending in `.5` or `-.5`). Non-halfway values should follow standard mathematical rounding regardless of the mode.

**Exact Function Signature:**
```python
def custom_round(x: float, mode: str) -> int:
```

**Tie-Breaking Modes:**
1. `mode='up'`: Always rounds halfway values up toward positive infinity.
   - Example: `2.5 -> 3`, `-2.5 -> -2`
2. `mode='down'`: Always rounds halfway values down toward negative infinity.
   - Example: `2.5 -> 2`, `-2.5 -> -3`
3. `mode='even'`: Rounds halfway values to the nearest even integer (banker's rounding).
   - Example: `2.5 -> 2`, `3.5 -> 4`, `-2.5 -> -2`

**Key Edge Cases to Handle:**
- Negative numbers with `.5` fractions (ensure proper directionality for `up` and `down`).
- Non-halfway floats (e.g., `2.4` should round to `2`, `2.6` should round to `3`, regardless of mode).
- Whole numbers (e.g., `3.0` should remain `3`).
- Invalid modes (optional, but good practice to handle or assume standard inputs).

**Implementation Plan/Approach:**
1. Separate the number into its integer and fractional parts, or check if the fractional part is exactly `0.5` (accounting for floating-point representation quirks, e.g., using `abs(x % 1) == 0.5` or checking `math.modf`).
2. If the number is *not* halfway (`abs(x % 1) != 0.5`), use standard rounding (`math.floor(x + 0.5)` for positive, or standard `round()` / `math.trunc`).
3. If the number *is* halfway (ends in `.5`):
   - For `mode='up'`: Return `math.ceil(x)` if positive/negative? Wait, for `-2.5`, `math.ceil(-2.5)` is `-2`, which is correct. For `2.5`, `math.ceil(2.5)` is `3`. So `math.ceil(x)` works for `mode='up'`.
   - For `mode='down'`: `math.floor(2.5)` is `2`, and `math.floor(-2.5)` is `-3`. So `math.floor(x)` works for `mode='down'`.
   - For `mode='even'`: Check `int(math.floor(x))` and `int(math.ceil(x))`, and return the one that is even.",none,1
task_034,"Write a function `custom_round(x, mode)` that rounds a float x to the nearest integer, where `mode` controls tie-breaking when x is exactly halfway (e.g. 2.5): mode='up' always rounds .5 up (2.5 -> 3, -2.5 -> -2), mode='down' always rounds .5 down (2.5 -> 2, -2.5 -> -3), mode='even' rounds .5 to the nearest even integer (2.5 -> 2, 3.5 -> 4). Non-halfway values round normally regardless of mode.","**HANDOFF MESSAGE FOR AGENT B**

**Objective:**
Write a Python function named  that rounds a float  to the nearest integer. The  parameter determines the tie-breaking behavior specifically when  is exactly halfway between two integers (i.e., ending in  or ). Non-halfway values should follow standard mathematical rounding regardless of the mode.

**Exact Function Signature:**


**Tie-Breaking Modes:**

**Key Edge Cases to Handle:**

**Implementation Plan/Approach:**",tool_result_drop,0
task_034,"Write a function `custom_round(x, mode)` that rounds a float x to the nearest integer, where `mode` controls tie-breaking when x is exactly halfway (e.g. 2.5): mode='up' always rounds .5 up (2.5 -> 3, -2.5 -> -2), mode='down' always rounds .5 down (2.5 -> 2, -2.5 -> -3), mode='even' rounds .5 to the nearest even integer (2.5 -> 2, 3.5 -> 4). Non-halfway values round normally regardless of mode.","If the number is *not* halfway (`abs(x % 1) != 0.5`), use standard rounding (`math.floor(x + 0.5)` for positive, or standard `round()` / `math.trunc`).",over_summarization,0
task_035,"Write a function `allocate_seats(requests, capacity)` where `requests` is a list of (name, party_size) tuples in priority order. Seat parties in order ONLY if the remaining capacity can fit the whole party (no splitting parties). Return a list of names that got seated, in the order they were seated. Skip (do not seat) any party that doesn't fit, but keep checking later parties against remaining capacity.","**HANDOFF MESSAGE FOR AGENT B**

**Objective:**
Write a Python function that allocates seats to groups based on priority order and a fixed venue capacity. Parties cannot be split up; they must either be seated in their entirety or skipped entirely.

**Function Signature:**
```python
def allocate_seats(requests, capacity):
    """"""
    Args:
        requests (list of tuples): A list where each element is (name, party_size).
                                   Ordered by priority (highest priority first).
        capacity (int): The total number of available seats.

    Returns:
        list of str: The names of the parties that successfully got seated, 
                     in the exact order they were seated.
    """"""
```

**Key Rules & Behavior:**
1. **No Splitting:** A party is seated *only* if the `remaining_capacity` is greater than or equal to their `party_size`.
2. **Order Preservation:** Process the `requests` list in the exact order provided (which represents priority).
3. **Skipping:** If a party does not fit, skip them completely, reduce nothing from the capacity, and continue checking the remaining parties in the list.
4. **Output:** Return a list containing only the `name` strings of the successfully seated parties, ordered by when they were seated.

**Edge Cases to Handle:**
- `capacity` is 0 or negative.
- `requests` list is empty.
- A party's size is larger than the initial total capacity (should be skipped).
- Parties with a `party_size` of 0 (decide if they fit into remaining capacity; typically they take 0 seats and fit).
- Total capacity is large enough to fit all parties.

**Proposed Approach:**
1. Initialize an empty list `seated_parties = []`.
2. Maintain a variable `remaining_capacity = capacity`.
3. Loop through each `(name, party_size)` in `requests`:
   - Check if `party_size <= remaining_capacity`.
   - If yes: append `name` to `seated_parties` and decrement `remaining_capacity` by `party_size`.
   - If no: do nothing and continue the loop.
4. Return `seated_parties`.",none,1
task_035,"Write a function `allocate_seats(requests, capacity)` where `requests` is a list of (name, party_size) tuples in priority order. Seat parties in order ONLY if the remaining capacity can fit the whole party (no splitting parties). Return a list of names that got seated, in the order they were seated. Skip (do not seat) any party that doesn't fit, but keep checking later parties against remaining capacity.","**HANDOFF MESSAGE FOR AGENT B**

**Objective:**
Write a Python function that allocates seats to groups based on priority order and a fixed venue capacity. Parties cannot be split up; they must either be seated in their entirety or skipped entirely.

**Function Signature:**


**Key Rules & Behavior:**

**Edge Cases to Handle:**

**Proposed Approach:**",tool_result_drop,0
task_035,"Write a function `allocate_seats(requests, capacity)` where `requests` is a list of (name, party_size) tuples in priority order. Seat parties in order ONLY if the remaining capacity can fit the whole party (no splitting parties). Return a list of names that got seated, in the order they were seated. Skip (do not seat) any party that doesn't fit, but keep checking later parties against remaining capacity.","**Skipping:** If a party does not fit, skip them completely, reduce nothing from the capacity, and continue checking the remaining parties in the list.",over_summarization,0
task_036,"Write a function `caesar_cipher(text, shift, mode)` implementing a Caesar cipher. mode='encode' shifts each letter forward by `shift` positions in the alphabet (wrapping z->a), mode='decode' shifts backward. Preserve case. Non-letter characters (spaces, punctuation, digits) must remain UNCHANGED and not consume a shift position.","HANDOFF MESSAGE FOR AGENT B:

You need to implement a Python function that performs a Caesar cipher encryption and decryption. 

### Function Signature
```python
def caesar_cipher(text: str, shift: int, mode: str) -> str:
```

### Requirements & Behavior
1. **Modes**: 
   - `mode='encode'`: Shift each letter forward in the alphabet by `shift` positions (wrapping 'z' to 'a' and 'Z' to 'A').
   - `mode='decode'`: Shift each letter backward in the alphabet by `shift` positions.
2. **Case Preservation**: Uppercase letters must remain uppercase, and lowercase letters must remain lowercase.
3. **Non-Letter Characters**: Spaces, punctuation, digits, and any other non-alphabetic characters must remain completely unchanged and **must not** consume or affect the shift position of surrounding letters.

### Edge Cases to Handle
- Large shift values (e.g., `shift = 29` or negative shifts). Using modulo arithmetic (`shift % 26`) will be helpful.
- Empty strings (`text = """"`).
- Text containing exclusively non-letter characters.
- Both uppercase and lowercase boundaries (a-z, A-Z).

### Suggested Approach
1. Normalize the shift using `shift = shift % 26`. If `mode == 'decode'`, negate the shift (`shift = -shift`).
2. Iterate through each character in `text`.
3. Check if the character is alphabetic using `.isalpha()`.
4. If it is a letter:
   - Determine its ASCII/Unicode base (`ord('a')` for lowercase, `ord('A')` for uppercase).
   - Compute the new character: `chr(base + (ord(char) - base + shift) % 26)`.
5. If it is not a letter, leave it as-is.
6. Accumulate and return the transformed string.",none,1
task_036,"Write a function `caesar_cipher(text, shift, mode)` implementing a Caesar cipher. mode='encode' shifts each letter forward by `shift` positions in the alphabet (wrapping z->a), mode='decode' shifts backward. Preserve case. Non-letter characters (spaces, punctuation, digits) must remain UNCHANGED and not consume a shift position.","HANDOFF MESSAGE FOR AGENT B:

You need to implement a Python function that performs a Caesar cipher encryption and decryption. 

### Function Signature


### Requirements & Behavior

### Edge Cases to Handle

### Suggested Approach",tool_result_drop,0
task_036,"Write a function `caesar_cipher(text, shift, mode)` implementing a Caesar cipher. mode='encode' shifts each letter forward by `shift` positions in the alphabet (wrapping z->a), mode='decode' shifts backward. Preserve case. Non-letter characters (spaces, punctuation, digits) must remain UNCHANGED and not consume a shift position.",**Modes**: - `mode='encode'`: Shift each letter forward in the alphabet by `shift` positions (wrapping 'z' to 'a' and 'Z' to 'A').,over_summarization,0
task_037,"Write a function `dedupe_within_window(items, window)` that builds an output list by scanning items left to right: for each item, check the last `window` items ALREADY ADDED to the output (not the original input) -- if the current item's value already appears among those, skip it; otherwise append it to the output. Items outside that recent window of output can repeat freely.","**HANDOFF MESSAGE FOR AGENT B**

Your task is to implement a Python function that removes duplicates from a sequence based on a sliding window of **already generated output items**, rather than the input sequence.

### Function Signature
```python
def dedupe_within_window(items, window):
    """"""
    Scans items left-to-right. For each item, checks the last `window` items 
    ALREADY ADDED to the output. If the current item's value is present in that 
    recent output window, skip it. Otherwise, append it to the output.
    
    Parameters:
    - items (iterable): The input collection of items to process.
    - window (int): The size of the recent output history to check against.
    
    Returns:
    - list: The deduplicated output list.
    """"""
```

### Key Rules & Behavior
1. **Output-Based Tracking:** The `window` constraint applies strictly to the items that have *already made it into the result list*. 
2. **Window Sliding:** If `window` is $k$, you only check for duplicates among the last $k$ elements of the *output*. Older elements in the output list no longer block the current item from being added.
3. **Value Equality:** Items should be compared by value (standard equality, `==`).
4. **Preservation:** The relative order of the non-skipped items must be preserved.

### Edge Cases to Handle
- **`window <= 0`**: If the window size is zero or negative, no recent output items can block new additions (effectively no deduplication happens, or every item is allowed). Handle gracefully (e.g., return the original items as a list, or skip checks).
- **`window` larger than output size**: If the output currently has fewer than `window` items, check all items currently in the output.
- **Empty input (`items = []`)**: Should return an empty list `[]`.
- **Large windows / all duplicates**: If `window` is very large (e.g., greater than or equal to total items), it acts as a global deduplicator.

### Recommended Approach
1. Initialize an empty list for `output`.
2. Iterate through each `item` in `items`.
3. Slice the last `window` elements from the current `output` list (e.g., `output[-window:]` if `window > 0 else []`).
4. Check if `item` exists in that slice.
5. If it does **not** exist, append `item` to `output`.
6. Return `output` at the end.",none,1
task_037,"Write a function `dedupe_within_window(items, window)` that builds an output list by scanning items left to right: for each item, check the last `window` items ALREADY ADDED to the output (not the original input) -- if the current item's value already appears among those, skip it; otherwise append it to the output. Items outside that recent window of output can repeat freely.","- **`window` larger than output size**: If the output currently has fewer than `window` items, check all items currently in the output.",over_summarization,0
task_038,"Write a function `budget_split(total, ratios)` that splits an integer `total` amount among parties according to a list of integer `ratios` (e.g. [2, 3, 5] means 2:3:5). Splits must be integers and must sum EXACTLY to total -- distribute any remainder (due to integer division) one unit at a time to the parties with the LARGEST ratio first, in order of ratio descending, ties broken by original index.","**HANDOFF MESSAGE FOR AGENT B**

**Objective:**
Write a Python function named `budget_split(total, ratios)` that distributes an integer `total` amount among multiple parties based on a list of integer `ratios` (e.g., `[2, 3, 5]`). The resulting split amounts must be integers and must sum **EXACTLY** to the `total`. 

**Exact Function Signature:**
```python
def budget_split(total: int, ratios: list[int]) -> list[int]:
```

**Detailed Rules & Requirements:**
1. **Proportional Allocation:** Each party initially receives `(total * ratio) // sum(ratios)` (integer division).
2. **Remainder Distribution:** Because of integer division, the sum of the initial allocations may be less than `total`. The remainder (`total - sum(initial_allocations)`) must be distributed **one unit at a time** (i.e., `+1` per party) to ensure the sum equals `total` exactly.
3. **Tie-Breaking & Priority for Remainder:** 
   - Distribute the remainder units to the parties with the **largest ratios first**.
   - If there are ties in the ratio values, break ties by giving priority to the **original index** (earlier indices first, i.e., lower index in the `ratios` list gets the extra unit first).

**Key Edge Cases to Handle:**
- `total` is 0.
- `total` is smaller than `len(ratios)` (though standard proportion logic applies, some might get 0).
- Ratios with duplicate maximum values (ensure the tie-breaker correctly favors the smaller index).
- A single ratio (e.g., `[5]`, where `total` goes entirely to that single party).

**Suggested Approach:**
1. Calculate the sum of the `ratios`.
2. Compute the initial base allocation for each ratio using integer division: `(total * r) // sum_ratios`.
3. Calculate the remaining amount: `remainder = total - sum(base_allocations)`.
4. Create a list of tuples representing each party: `(ratio, original_index, base_allocation)`.
5. Sort these parties to determine remainder priority: sort primarily by **ratio descending**, and secondarily by **original_index ascending**.
6. Iterate through the top `remainder` parties in this sorted order and increment their allocation by 1.
7. Re-sort or map the final allocations back to their **original order of indices** before returning the list of integers.",none,1
task_038,"Write a function `budget_split(total, ratios)` that splits an integer `total` amount among parties according to a list of integer `ratios` (e.g. [2, 3, 5] means 2:3:5). Splits must be integers and must sum EXACTLY to total -- distribute any remainder (due to integer division) one unit at a time to the parties with the LARGEST ratio first, in order of ratio descending, ties broken by original index.","**HANDOFF MESSAGE FOR AGENT B**

**Objective:**
Write a Python function named  that distributes an integer  amount among multiple parties based on a list of integer  (e.g., ). The resulting split amounts must be integers and must sum **EXACTLY** to the . 

**Exact Function Signature:**


**Detailed Rules & Requirements:**

**Key Edge Cases to Handle:**

**Suggested Approach:**",tool_result_drop,0
task_038,"Write a function `budget_split(total, ratios)` that splits an integer `total` amount among parties according to a list of integer `ratios` (e.g. [2, 3, 5] means 2:3:5). Splits must be integers and must sum EXACTLY to total -- distribute any remainder (due to integer division) one unit at a time to the parties with the LARGEST ratio first, in order of ratio descending, ties broken by original index.","- If there are ties in the ratio values, break ties by giving priority to the **original index** (earlier indices first, i.e., lower index in the `ratios` list gets the extra unit first).",over_summarization,0
task_039,"Write a function `find_missing_ranges(nums, lo, hi)` that, given a SORTED list of unique integers `nums` and bounds `lo`/`hi` (inclusive), returns a list of [start, end] ranges (inclusive) representing all integers in [lo, hi] that are MISSING from nums. Single missing numbers should still be represented as [x, x].","Agent B, your task is to implement the `find_missing_ranges(nums, lo, hi)` function. 

Here are all the details you need:

### **Function Signature**
```python
def find_missing_ranges(nums: list[int], lo: int, hi: int) -> list[list[int]]:
```

### **Problem Description**
Given a sorted list of unique integers `nums` and two inclusive bounds `lo` and `hi`, find all numbers in the range `[lo, hi]` that are **missing** from `nums`. Return these missing numbers grouped into inclusive ranges represented as `[start, end]` lists. Even single missing numbers must be represented as `[x, x]`.

### **Key Edge Cases to Handle**
1. **`nums` is completely empty:** The entire range `[lo, hi]` is missing, so return `[[lo, hi]]`.
2. **Missing numbers below `nums[0]`:** If `lo < nums[0]`, the range `[lo, nums[0] - 1]` is missing.
3. **Missing numbers above `nums[-1]`:** If `hi > nums[-1]`, the range `[nums[-1] + 1, hi]` is missing.
4. **`lo` and `hi` bounds tightly matching `nums`:** If no numbers are missing, return an empty list `[]`.
5. **Single element gaps:** E.g., if a number `x` is missing, the range must be formatted as `[x, x]`, not just `[x]`.

### **Approach/Plan**
1. Initialize a result list, say `ranges = []`.
2. Maintain a pointer or expected lower bound, starting with `next_val = lo`. You can also conceptually pad the `nums` array or handle boundaries before iterating, between elements, and after the last element:
   - Check if `lo < nums[0]` (or use `lo - 1` as the previous element to start the logic).
   - Iterate through adjacent pairs in `nums`. If `nums[i] - nums[i-1] > 1`, there is a missing range from `nums[i-1] + 1` to `nums[i] - 1`.
   - After the loop, check if the last element `nums[-1] < hi`. If so, the range from `nums[-1] + 1` to `hi` is missing.
3. Append each valid `[start, end]` interval to your result list.
4. Return the result list.",none,1
task_039,"Write a function `find_missing_ranges(nums, lo, hi)` that, given a SORTED list of unique integers `nums` and bounds `lo`/`hi` (inclusive), returns a list of [start, end] ranges (inclusive) representing all integers in [lo, hi] that are MISSING from nums. Single missing numbers should still be represented as [x, x].","You can also conceptually pad the `nums` array or handle boundaries before iterating, between elements, and after the last element: - Check if `lo < nums[0]` (or use `lo - 1` as the previous element to start the logic).",over_summarization,0
task_040,"Write a function `safe_divide_chain(numbers)` that takes a list and divides them left to right (numbers[0] / numbers[1] / numbers[2] / ...) using FLOAT division. If at any point a division by zero would occur, return the string 'undefined' instead of raising an error. If the list has fewer than 2 elements, return the single element (or None for empty list).","**HANDOFF MESSAGE FOR AGENT B**

Your task is to write a Python function named `safe_divide_chain(numbers)`. 

### Function Signature
```python
def safe_divide_chain(numbers):
    ...
```

### Requirements & Behavior
- The function takes a list of numbers (`numbers`).
- It performs sequential division from left to right: `(((numbers[0] / numbers[1]) / numbers[2]) / ...)`.
- It must use **float division** (i.e., Python's `/` operator).
- If division by zero is encountered at any step, immediately halt the operation and return the string `'undefined'`.
- **Edge cases to handle:**
  - **Empty list (`[]`):** Return `None`.
  - **Single-element list (`[x]`):** Return that single element (e.g., `[5]` returns `5`).
  - **Zeros in the chain:** E.g., `[10, 0, 5]` should return `'undefined'`, while `[0, 5, 2]` should evaluate `0 / 5 / 2` and return `0.0`.

### Suggested Approach
1. Handle the edge cases first: check if the list is empty (return `None`) or has length 1 (return `numbers[0]`).
2. Initialize a running result with `numbers[0]`.
3. Loop through the remaining elements in `numbers` starting from index 1.
4. Inside the loop, check if the current divisor is `0` (or `0.0`). If so, return `'undefined'`. Otherwise, divide the running result by the current element.
5. Return the final float result after the loop completes successfully.",none,1
task_040,"Write a function `safe_divide_chain(numbers)` that takes a list and divides them left to right (numbers[0] / numbers[1] / numbers[2] / ...) using FLOAT division. If at any point a division by zero would occur, return the string 'undefined' instead of raising an error. If the list has fewer than 2 elements, return the single element (or None for empty list).","**HANDOFF MESSAGE FOR AGENT B**

Your task is to write a Python function named . 

### Function Signature


### Requirements & Behavior

### Suggested Approach",tool_result_drop,0
task_040,"Write a function `safe_divide_chain(numbers)` that takes a list and divides them left to right (numbers[0] / numbers[1] / numbers[2] / ...) using FLOAT division. If at any point a division by zero would occur, return the string 'undefined' instead of raising an error. If the list has fewer than 2 elements, return the single element (or None for empty list).",Handle the edge cases first: check if the list is empty (return `None`) or has length 1 (return `numbers[0]`).,over_summarization,0
task_041,"Write a function `normalize_whitespace(text)` that collapses any run of whitespace (spaces, tabs, newlines) into a SINGLE space, strips leading/trailing whitespace, but PRESERVES exactly one blank line (represented as '\n\n' in output) wherever the original text had two or more consecutive newlines, treating that as a paragraph break separate from normal whitespace collapsing.","**Handoff Message for Agent B**

Your task is to implement a Python function that normalizes whitespace in a given text while preserving paragraph breaks. 

### Function Signature
```python
def normalize_whitespace(text: str) -> str:
```

### Requirements & Behavior
1. **Paragraph Preservation:** Two or more consecutive newlines in the original text represent a paragraph break. These must be preserved in the output as exactly one blank line (`\n\n`).
2. **Whitespace Collapsing:** Within each paragraph/block of text, any run of horizontal whitespace, spaces, tabs, and single newlines must be collapsed into a *single space*.
3. **Stripping:** Leading and trailing whitespace from the entire text (as well as around paragraph breaks) must be removed.

### Key Edge Cases to Handle
- **Multiple blank lines:** E.g., three or more consecutive newlines should still collapse down to a single paragraph break (`\n\n`).
- **Mixed whitespace around newlines:** Spaces and tabs preceding or following newlines should not create extra blank lines or messy spacing.
- **Empty or all-whitespace strings:** Should return an empty string (`""""`).
- **Text with no newlines:** Should collapse all spaces and tabs into single spaces and strip ends.

### Recommended Approach
1. **Split by paragraph breaks:** Use a regular expression or string splitting to identify blocks separated by two or more newlines (`\n\s*\n+` or similar).
2. **Process each block:** For each text block, replace all internal whitespace characters (spaces, tabs, single newlines) with a single space, and `.strip()` the result.
3. **Rejoin:** Filter out any empty blocks (resulting from excessive newlines) and join the processed blocks back together using `\n\n`.
4. **Final cleanup:** Ensure overall leading and trailing whitespace is stripped.",none,1
task_041,"Write a function `normalize_whitespace(text)` that collapses any run of whitespace (spaces, tabs, newlines) into a SINGLE space, strips leading/trailing whitespace, but PRESERVES exactly one blank line (represented as '\n\n' in output) wherever the original text had two or more consecutive newlines, treating that as a paragraph break separate from normal whitespace collapsing.","**Process each block:** For each text block, replace all internal whitespace characters (spaces, tabs, single newlines) with a single space, and `.strip()` the result.",over_summarization,0
task_042,"Write a function `stack_based_eval(tokens)` that evaluates a Reverse Polish Notation expression given as a list of string tokens (numbers and operators +, -, *, /). Division must be INTEGER division truncating toward zero (e.g. -7 // 2 in RPN should give -3, not Python's default -4). Return the final integer result.","**Handoff Message for Agent B**

**Objective:**
Write a Python function that evaluates a Reverse Polish Notation (RPN) expression provided as a list of string tokens. The supported operators are `+`, `-`, `*`, and `/`. Division must be integer division that truncates toward zero (e.g., `-7 / 2` should result in `-3`, unlike Python's standard floor division operator `//` which rounds toward negative infinity). Return the final integer result.

**Function Signature:**
```python
def stack_based_eval(tokens: list[str]) -> int:
```

**Key Edge Cases to Handle:**
1. **Truncating Division toward Zero:** When dividing two integers, if the result is negative, you must truncate toward zero (e.g., `-5 / 2` should be `-2`, not `-3`). In Python, this can be achieved by performing standard float division and casting to `int` (which truncates the decimal part toward zero), i.e., `int(a / b)`, provided both operands are integers.
2. **Order of Operations in Non-Commutative Operators:** For `-` and `/`, the second popped value from the stack is the left operand, and the first popped value is the right operand. (i.e., `left - right` or `left / right`).
3. **Single Token Expressions:** A list containing just a single number token should immediately return that number as an integer.

**Plan / Approach:**
1. Initialize an empty list to act as a stack.
2. Iterate through each token in the `tokens` list:
   - If the token is an operator (`+`, `-`, `*`, `/`):
     - Pop two elements from the stack: `right = stack.pop()` and `left = stack.pop()`.
     - Apply the corresponding operation:
       - `+`: `left + right`
       - `-`: `left - right`
       - `*`: `left * right`
       - `/`: `int(left / right)` to ensure truncation toward zero.
     - Push the result back onto the stack.
   - If the token is a number:
     - Convert it to an integer (`int(token)`) and push it onto the stack.
3. After processing all tokens, the single remaining element in the stack is the final result. Return it.",none,1
task_042,"Write a function `stack_based_eval(tokens)` that evaluates a Reverse Polish Notation expression given as a list of string tokens (numbers and operators +, -, *, /). Division must be INTEGER division truncating toward zero (e.g. -7 // 2 in RPN should give -3, not Python's default -4). Return the final integer result.","**Order of Operations in Non-Commutative Operators:** For `-` and `/`, the second popped value from the stack is the left operand, and the first popped value is the right operand.",over_summarization,0
task_043,"Write a function `schedule_meetings(meetings)` where `meetings` is a list of (start, end) tuples in 24hr integer hours. Return True if NONE of the meetings overlap (touching endpoints like (9,10) and (10,11) do NOT count as overlapping), False if any two overlap.","**HANDOFF MESSAGE FOR AGENT B**

**Objective:**
Write a Python function to determine whether a given list of meetings are completely non-overlapping. 

**Function Signature:**
```python
def schedule_meetings(meetings: list[tuple[int, int]]) -> bool:
```

**Rules & Behavior:**
- `meetings` is a list of tuples representing time intervals in 24-hour integer hours: `(start, end)`.
- Return `True` if **none** of the meetings overlap.
- Return `False` if **any** two meetings overlap.
- **Crucial Edge Case Rule:** Touching endpoints (e.g., one meeting ends at `10` and another starts at `10`, like `(9, 10)` and `(10, 11)`) do **NOT** count as overlapping. They are valid.

**Key Edge Cases to Handle:**
1. Empty list `[]` or a single meeting `[(9, 10)]`: Should return `True`.
2. Meetings provided in unsorted order (e.g., `[(10, 12), (9, 10)]`): The function must handle or sort them properly.
3. Exact duplicates or completely nested intervals (e.g., `(9, 12)` and `(10, 11)`): Should return `False`.
4. Touching endpoints (e.g., `(9, 10)` and `(10, 11)`): Should return `True`.

**Recommended Approach:**
1. Handle edge cases where the list length is 0 or 1 by returning `True`.
2. Sort the `meetings` list primarily by the start time (`meeting[0]`).
3. Iterate through the sorted meetings starting from the second element.
4. For each meeting, compare its `start` time with the `end` time of the immediately preceding meeting. 
5. If the current meeting's `start` is *strictly less* than the previous meeting's `end` (`current_start < previous_end`), an overlap occurs—return `False`.
6. If the loop finishes without finding any overlaps, return `True`.",none,1
task_044,"Write a function `parse_version(v)` that parses a version string like '1.2.3' into a tuple of 3 integers (major, minor, patch). Missing parts default to 0 (e.g. '1.2' -> (1,2,0), '1' -> (1,0,0)). Then write a SECOND function `compare_versions(v1, v2)` that returns -1 if v1 < v2, 0 if equal, 1 if v1 > v2, comparing major first, then minor, then patch, using parse_version internally.","HANDOFF MESSAGE FOR AGENT B:

You need to implement two Python functions related to version comparison:

1. `parse_version(v)`
   - **Purpose:** Parses a version string into a tuple of 3 integers: `(major, minor, patch)`.
   - **Input:** A string `v` (e.g., `'1.2.3'`, `'1.2'`, `'1'`).
   - **Output:** A tuple of 3 integers.
   - **Edge Cases & Behavior:** 
     - Missing parts must default to `0`. For example, `'1.2'` becomes `(1, 2, 0)` and `'1'` becomes `(1, 0, 0)`.
     - Assume standard dot-separated version formats (e.g., split by `.` and convert present segments to integers, padding with zeros up to length 3).

2. `compare_versions(v1, v2)`
   - **Purpose:** Compares two version strings.
   - **Input:** Two version strings, `v1` and `v2`.
   - **Output:** An integer:
     - `-1` if `v1 < v2`
     - `0` if `v1 == v2`
     - `1` if `v1 > v2`
   - **Approach:** Use `parse_version` internally on both arguments to convert them to 3-element integer tuples, then compare them element-by-element (major first, then minor, then patch). Python's built-in tuple comparison (`<`, `==`, `>`) handles this ordering automatically once both are tuples of the same length.",none,1
task_045,"Write a function `token_bucket_allow(events, capacity, refill_rate)` simulating a rate limiter. `events` is a sorted list of integer timestamps (seconds) at which requests arrive. Start with `capacity` tokens. Each event consumes 1 token if available (allowed), else it's rejected. Tokens refill at `refill_rate` tokens per second (capped at `capacity`), calculated based on elapsed time since the last event. Return a list of booleans, one per event, indicating whether it was allowed.","**HANDOFF MESSAGE FOR AGENT B**

**Objective:**
Build a Python rate limiter function using the Token Bucket algorithm. The function needs to process a chronological list of event timestamps and determine whether each request is allowed or rejected based on available tokens, which refill over time.

**Exact Function Signature:**
```python
def token_bucket_allow(events: list[int], capacity: float, refill_rate: float) -> list[bool]:
```

**Function Details & Rules:**
- `events`: A sorted list of integer timestamps (in seconds) representing arriving requests.
- `capacity`: The maximum number of tokens the bucket can hold. Start with the bucket completely full (i.e., `capacity` tokens at the time of the first event, or assume it starts at full capacity).
- `refill_rate`: The rate at which tokens refill per second.
- **Refill Logic:** Between any two consecutive events (at time $t_{i-1}$ and $t_i$), elapsed time is $\Delta t = t_i - t_{i-1}$. New tokens added = $\Delta t \times \text{refill\_rate}$.
- **Cap:** Total tokens can never exceed `capacity`.
- **Consumption:** Each event attempts to consume 1 token. If current tokens $\ge 1$, allow the event (`True`) and subtract 1 token. Otherwise, reject the event (`False`).
- **Return Value:** A list of booleans (one for each event in `events`) indicating whether the request was allowed (`True`) or rejected (`False`).

**Key Edge Cases to Handle:**
1. **Empty Events List:** If `events` is empty, return an empty list `[]`.
2. **Simultaneous Events:** If multiple events occur at the exact same timestamp ($\Delta t = 0$), no tokens should be refilled between them.
3. **Floating-Point Precision:** Token counts should be tracked as floats (or appropriate types) to handle fractional refills accurately before comparing against 1.0.
4. **Capacity Limits:** Ensure token accumulation never strictly exceeds `capacity` after refilling.

**Recommended Plan/Approach:**
1. Initialize `tokens = float(capacity)` and a `last_time` tracker (set to `events[0]` if `events` is not empty, though the very first event doesn't get a refill since it's the starting point).
2. Iterate through each `event` time in `events`.
3. If it's not the first event, calculate elapsed time `delta_t = event - last_time`.
4. Refill tokens: `tokens = min(float(capacity), tokens + delta_t * refill_rate)`.
5. Update `last_time = event`.
6. Check if `tokens >= 1.0`:
   - If yes: `tokens -= 1.0`, append `True` to results.
   - If no: append `False` to results (token is not consumed when rejected).
7. Return the results list.",none,1
task_045,"Write a function `token_bucket_allow(events, capacity, refill_rate)` simulating a rate limiter. `events` is a sorted list of integer timestamps (seconds) at which requests arrive. Start with `capacity` tokens. Each event consumes 1 token if available (allowed), else it's rejected. Tokens refill at `refill_rate` tokens per second (capped at `capacity`), calculated based on elapsed time since the last event. Return a list of booleans, one per event, indicating whether it was allowed.","Initialize `tokens = float(capacity)` and a `last_time` tracker (set to `events[0]` if `events` is not empty, though the very first event doesn't get a refill since it's the starting point).",over_summarization,0
